id,name,reversibility,lower_bound,upper_bound,metabolite_count,gene_reaction_rule
HACD7p,3 hydroxyacyl CoA dehydrogenase  3 oxohexadecanoyl CoA   peroxisomal,True,-999999.0,999999.0,5,YKR009C
HACD8p,3 hydroxyacyl CoA dehydrogenase  3 oxooctadecanoyl CoA   peroxisomal,True,-999999.0,999999.0,5,YKR009C
HCO3tn,Bicarbonate nuclear transport via diffusion,True,-999999.0,999999.0,2,
HACNHm,Homoacontinate hydratase  mitochondrial,True,-999999.0,999999.0,3,YDR234W
FE2t,Iron  II  transport,False,0.0,999999.0,2,YMR319C
HBZOPT6m,Hydroxybenzoate octaprenyltransferase  mitochondrial,False,0.0,999999.0,4,YNR041C
FE2utm,Iron  II  uptake  mitochondrial,False,0.0,999999.0,2,
HCYSMT,Homocysteine S-methyltransferase,False,0.0,999999.0,5,YPL273W or YLL062C
HCYSt2p,Homocysteine peroxisomal transport via proton symport,True,-999999.0,999999.0,4,
HDCAt,Hexadecanoate  n C160  transport in via uniport,False,0.0,999999.0,2,
HDCEAt,Hexadecenoate  n C161  transport in via uniport,False,0.0,999999.0,2,
FECOSTAT_SC,Acyl CoAfecosterol acyltransferase  yeast specific,False,0.0,999999.0,9,YCR048W
HEMEOMOm,Heme O monooxygenase  mitochondrial,False,0.0,999999.0,6,YDR376W and YER141W and YPL252C
HEMEOSm,Heme O synthase  mitochondrial,False,0.0,999999.0,5,YPL172C
HETZK,Hydroxyethylthiazole kinase,False,0.0,999999.0,5,YPL214C
FECOSTESTH_SC,Fecosterol ester hydrolase  yeast specific,False,0.0,999999.0,10,YKL140W or YLL012W
HEX1,Hexokinase (D-glucose:ATP),False,0.0,999999.0,5,YFR053C or YGL253W or YCL040W
HEX4,Hexokinase (D-mannose:ATP),False,0.0,999999.0,5,YFR053C or YGL253W
FECOSTESTH_SCe,Fecosterol ester hydrolase  yeast specific  extracellular,False,0.0,999999.0,10,YLR020C
HEX7,Hexokinase (D-fructose:ATP),False,0.0,999999.0,5,YFR053C or YGL253W
HEXCCOAtx,Fatty acid intracellular transport,True,-999999.0,999999.0,2,
HEXDPtm,All trans hexaprenyl diphosphate transport  mitochondrial,True,-999999.0,999999.0,2,
ILEtmi,Isoleucine transport from mitochondria to cytosol,False,0.0,999999.0,2,
FECOSTt,Fecosterol reversible transport,True,-999999.0,999999.0,2,YOR011W or YIL013C
HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing,False,0.0,999999.0,4,
HICITDm,Homoisocitrate dehydrogenase,True,-999999.0,999999.0,5,YIL094C
FEtm,Iron  II  transport,False,0.0,999999.0,2,
IMPC,IMP cyclohydrolase,True,-999999.0,999999.0,3,YLR028C or YMR120C
FKYNH,N Formyl L kynurenine amidohydrolase,False,0.0,999999.0,5,YJL060W
IMPD,IMP dehydrogenase,False,0.0,999999.0,6,YHR216W or YLR432W or YAR075W or YML056C or YAR073W
IND3ACtm,Indole 3 acetate mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
HISTD,Histidinol dehydrogenase,False,0.0,999999.0,6,YCL030C
FMETTRSm,Methionyl tRNA formyltransferase  mitochondrial,False,0.0,999999.0,5,YBL013W
HISTP,Histidinol-phosphatase,False,0.0,999999.0,4,YFR025C
HISTRS,Histidyl-tRNA synthetase,False,0.0,999999.0,6,YPR033C
IND3ETHt,Tryptophol transport  extracellular,True,-999999.0,999999.0,2,
IND3ETHtm,Tryptophol transport  mitochondrial,True,-999999.0,999999.0,2,
INDPYRD,Indole 3 pyruvate decarboxylase,True,-999999.0,999999.0,4,YLR134W or YLR044C or YGR087C or YDR380W
HISTRSm,Histidyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YPR033C
INSK,Insosine kinase,False,0.0,999999.0,5,
FMNAT,FMN adenylyltransferase,False,0.0,999999.0,5,YDL045C
HISt2m,Histidine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
HISt2r,L histidine reversible transport via proton symport,True,-999999.0,999999.0,4,YGR191W or YKR039W or YCL025C or YBR069C
HISt6,L histidine transport in via proton antiport  vacuolar,False,0.0,999999.0,4,YBR293W or YMR088C or YCL069W
HKYNH,3 Hydroxy L kynurenine hydrolase,False,0.0,999999.0,4,YLR231C
HMBS,Hydroxymethylbilane synthase,False,0.0,999999.0,4,YDL205C
INSTt2,Inositol transport in via proton symport,False,0.0,999999.0,4,YDR497C or YOL103W
INSt2,Inosine transport in via proton symport,False,0.0,999999.0,4,
IPC124PLC_SC,Inositol phosphorylceramide  ceramide 1  24C  phospholipase C,False,0.0,999999.0,5,YER019W
IPC126PLC_SC,Inositol phosphorylceramide  ceramide 1  26C  phospholipase C,False,0.0,999999.0,5,YER019W
IPC224PLC_SC,Inositol phosphorylceramide  ceramide 2  24C  phospholipase C,False,0.0,999999.0,5,YER019W
IPC226PLC_SC,Inositol phosphorylceramide  ceramide 2  26C  phospholipase C,False,0.0,999999.0,5,YER019W
HMGCOAR,Hydroxymethylglutaryl CoA reductase,True,-999999.0,999999.0,6,YLR450W or YML075C
HMGCOAS,Hydroxymethylglutaryl CoA synthase,True,-999999.0,999999.0,6,YML126C
HMGCOASm,Hydroxymethylglutaryl CoA synthase  mitochondrial,True,-999999.0,999999.0,6,YML126C
IPC324PLC_SC,Inositol phosphorylceramide  ceramide 3  24C  phospholipase C,False,0.0,999999.0,5,YER019W
IPC326PLC_SC,Inositol phosphorylceramide  ceramide 3  26C  phospholipase C,False,0.0,999999.0,5,YER019W
HMGCOAtm,Hydroxymethylglutaryl CoA reversible mitochondrial transport,True,-999999.0,999999.0,2,
FMNATm,FMN adenylyltransferase,False,0.0,999999.0,5,
HMPK1,Hydroxymethylpyrimidine kinase (ATP),False,0.0,999999.0,5,YOL055C or YPL258C or YPR121W
HPPKm,2 amino 4 hydroxy 6 hydroxymethyldihydropteridine diphosphokinase  mitochondrial,False,0.0,999999.0,5,YNL256W
HPROa,L hydroxyproline reductase  NAD,False,0.0,999999.0,5,YER023W
IPCS124_SC,Inositol phosphorylceramide synthase  ceramide 1  24C   yeast specific,False,0.0,999999.0,4,YKL004W
IPCS126_SC,Inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific,False,0.0,999999.0,4,YKL004W
IPCS224_SC,Inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific,False,0.0,999999.0,4,YKL004W
IPCS226_SC,Inositol phosphoryceramide synthase  ceramide 2  26C   yeast specific,False,0.0,999999.0,4,YKL004W
HPROb,L hydroxyproline reductase  NADP,False,0.0,999999.0,5,YER023W
HPROxm,L hydroxyproline dehydrogenase  NAD   mitochondrial,False,0.0,999999.0,5,YHR037W
IPCS324_SC,Inositol phosphorylceramide synthase  ceramide 3  24C   yeast specific,False,0.0,999999.0,4,YKL004W
IPCS326_SC,Inositol phosphorylceramide synthase  ceramide 3  26C   yeast specific,False,0.0,999999.0,4,YKL004W
HPROym,L hydroxyproline dehydrogenase  NADP   mitochondrial,False,0.0,999999.0,5,YHR037W
FMNRx,FMN reductase,False,0.0,999999.0,5,YLR011W
HSDxi,Homoserine dehydrogenase  NADH   irreversible,False,0.0,999999.0,5,YJR139C
IPDDI,Isopentenyl-diphosphate D-isomerase,True,-999999.0,999999.0,2,YPL117C
FMNRx2,FMN reductase,False,0.0,999999.0,5,YLR011W
IPDPtm,Isopentenyl diphosphate transport  mitochondrial,True,-999999.0,999999.0,2,
IPMD,3-isopropylmalate dehydrogenase,False,0.0,999999.0,5,YCL018W
IPPMIa,3-isopropylmalate dehydratase,True,-999999.0,999999.0,3,YGL009C
IPPMIb,2-isopropylmalate hydratase,True,-999999.0,999999.0,3,YGL009C
IPPS,2-isopropylmalate synthase,False,0.0,999999.0,6,YOR108W or YNL104C
HSDy,Homoserine dehydrogenase (NADPH),False,-999999.0,0.0,5,YJR139C
HSERTA,Homoserine O trans acetylase,True,-999999.0,999999.0,4,YNL277W
HSK,Homoserine kinase,False,0.0,999999.0,5,YHR025W
HSTPT,Histidinol-phosphate transaminase,False,0.0,999999.0,4,YIL116W
HXANt2r,Hypoxanthine reversible transport via proton symport,True,-999999.0,999999.0,4,
HXPRT,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),False,0.0,999999.0,4,YDR399W
HYPOE,Hypothetical enyme,False,0.0,999999.0,4,
IAMACt,Isoamyl acetate transport  extracellular,False,0.0,999999.0,2,
IAMOHt,Isoamyl alcohol transport  extracellular,True,-999999.0,999999.0,2,
IAMOHtm,Isoamyl alcohol transport  mitochondrial,True,-999999.0,999999.0,2,
IBUTACt,Isobutyl acetate transport  extracellular,False,0.0,999999.0,2,
IBUTOHt,Isobutyl alcohol transport  extracellular,True,-999999.0,999999.0,2,
IBUTOHtm,Isobutyl alcohol transport  mitochondrial,True,-999999.0,999999.0,2,
ICDHxm,Isocitrate dehydrogenase  NAD,False,0.0,999999.0,5,YNL037C and YOR136W
IPPSm,2 isopropylmalate synthase  mitochondrial,False,0.0,999999.0,6,YNL104C
ITCOALm,Itaconate  CoA ligase  ADP forming   mitochondrial,True,-999999.0,999999.0,6,YGR244C and YOR142W
KARA1im,Acetohydroxy acid isomeroreductase  mitochondrial,False,0.0,999999.0,5,YLR355C
KARA2im,Ketol acid reductoisomerase  2 Aceto 2 hydroxybutanoate   mitochondrial,False,0.0,999999.0,5,YLR355C
KYN,Kynureninase,False,0.0,999999.0,5,YLR231C
KYN3OX,Kynurenine 3 monooxygenase,False,0.0,999999.0,7,YBL098W
Kt2r,Potassium reversible transport  via proton symport,True,-999999.0,999999.0,4,
LALDO3,L-Lactaldehyde:NADP+ 1-oxidoreductase,False,0.0,999999.0,5,YOL151W or YHR104W
LANOSTAT_SC,Acyl CoAlanosterol acyltransferase  yeast specific,False,0.0,999999.0,9,YCR048W
ICDHyr,Isocitrate dehydrogenase (NADP),False,0.0,999999.0,5,YLR174W
ICDHym,Isocitrate dehydrogenase  NADP,False,0.0,999999.0,5,YDL066W
ICDHyp,Isocitrate dehydrogenase  NADP,False,0.0,999999.0,5,YNL009W
ICL,Isocitrate lyase,False,0.0,999999.0,3,YER065C
LANOSTESTH_SC,Lanosterol ester hydrolase  yeast specific,False,0.0,999999.0,10,YKL140W or YLL012W
FOLD3m,Dihydropteroate synthase  mitochondrial,False,0.0,999999.0,4,YNL256W
LANOSTESTH_SCe,Lanosterol ester hydrolase  yeast specific  extracellular,False,0.0,999999.0,10,YLR020C
LANOSTt,Lanosterol reversible transport,True,-999999.0,999999.0,2,YOR011W or YIL013C
LCADi,Lactaldehyde dehydrogenase,False,0.0,999999.0,6,
LCYSTintv,L cystine transport via proton symport  vacuolar,False,0.0,999999.0,4,YCR075C
LEUTA,Leucine transaminase,True,-999999.0,999999.0,4,YJR148W
LEUTAm,Leucine transaminase  mitochondrial,True,-999999.0,999999.0,4,YHR208W
LEUTRS,Leucyl-tRNA synthetase,False,0.0,999999.0,6,YPL160W
LEUTRSm,Leucyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YLR382C
ID3ACALDt,Indoleacetaldehyde transport  extracellular,True,-999999.0,999999.0,2,
ID3ACALDtm,Indole 3 acetaldehyde mitochondrial transport via diffusion,True,-999999.0,999999.0,2,
IG3PS,Imidazole-glycerol-3-phosphate synthase,False,0.0,999999.0,6,YBR248C
IGPDH,Imidazoleglycerol-phosphate dehydratase,False,0.0,999999.0,3,YOR202W
IGPS,Indole-3-glycerol-phosphate synthase,False,0.0,999999.0,5,YKL211C
ILETA,Isoleucine transaminase,True,-999999.0,999999.0,4,YJR148W
ILETAm,Isoleucine transaminase  mitochondrial,True,-999999.0,999999.0,4,YHR208W
ILETRS,Isoleucyl-tRNA synthetase,False,0.0,999999.0,6,YBL076C
ILETRSm,Isoleucyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YPL040C
ILEt2r,L isoleucine reversible transport via proton symport,True,-999999.0,999999.0,4,YBR069C or YKR039W or YCL025C or YBR068C or YDR046C
ILEt6,L isoleucine transport in via proton antiport  vacuolar,False,0.0,999999.0,4,YJR001W
ILEt7,L isoleucine transport out via proton symport  vacuolar,False,0.0,999999.0,4,YKL146W or YNL101W
LEUt2r,L leucine reversible transport via proton symport,True,-999999.0,999999.0,4,YBR069C or YKR039W or YCL025C or YBR068C or YDR046C or YDR508C
LEUt6,L leucine transport in via proton antiport  vacuolar,False,0.0,999999.0,4,YJR001W
LEUt7,L leucine transport out via proton symport  vacuolar,False,0.0,999999.0,4,YNL101W or YKL146W
LGTHL,Lactoylglutathione lyase,False,0.0,999999.0,3,YML004C
LNS14DM,Cytochrome P450 lanosterol 14 alpha demethylase  NADP,False,0.0,999999.0,8,YHR007C and YHR042W
LNS14DMx,Cytochrome P450 lanosterol 14 alpha demethylase  NAD,False,0.0,999999.0,8,(YNL111C and YHR007C and YKL150W) or (YIL043C and YNL111C and YHR007C)
FORt,Formate transport via diffusion,True,-999999.0,999999.0,2,
LNSTLS,Lanosterol synthase,False,0.0,999999.0,2,YHR072W
MACACI,Maleylacetoacetate isomerase,False,0.0,999999.0,2,
MALOAAtp,Malateoxaloacetate shuttle,True,-999999.0,999999.0,4,
LPCAT_SC,Lyso phosphatidylcholine acyltransferase acyltransferase  yeast specific,False,0.0,999999.0,11,YPR140W
LPP_SC,Lipid phosphate phosphatase  yeast specific,False,0.0,999999.0,5,YDR284C or YDR503C
FORtm,Formate mitochondrial transport,False,0.0,999999.0,2,
FRDPtm,Farnesyl diphosphate transport  mitochondrial,True,-999999.0,999999.0,2,
FRDcm,Fumarate reductase  cytosolicmitochondrial,False,0.0,999999.0,4,YEL047C
LSERDHr,L-serine dehydrogenase,True,-999999.0,999999.0,5,YMR226C
LYSTRS,Lysyl-tRNA synthetase,False,0.0,999999.0,6,YDR037W
LYSTRSm,Lysyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YNL073W
LYSt2m,Lysine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
LYSt2r,L lysine reversible transport via proton symport,True,-999999.0,999999.0,4,YNL268W or YKR039W
MALS,Malate synthase,False,0.0,999999.0,6,YIR031C or YNL117W
MALSp,Malate synthase,False,0.0,999999.0,6,YIR031C or YNL117W
MALT,Alpha glucosidase,False,0.0,999999.0,3,YBR299W or YGR292W or YJL221C or YGR287C or YIL172C or YJL216C
MALTt2,Maltose transport in via proton symport,False,0.0,999999.0,4,YGR289C or YBR298C or YDL247W or YJR160C
MALt2r,L malate reversible transport via proton symport,True,-999999.0,999999.0,4,
MALtm,Malate transport  mitochondrial,True,-999999.0,999999.0,4,YLR348C
MAN1PT,Mannose 1 phosphate guanylyltransferase,False,0.0,999999.0,5,YDL055C
LYSt6,L lysine transport in via proton antiport  vacuolar,False,0.0,999999.0,4,YBR293W or YCL069W or YMR088C
L_LACD2cm,L Lactate dehydrogenase  cytosolicmitochondrial,False,0.0,999999.0,4,(YML054C and YEL039C) or (YML054C and YJR048W)
L_LACt2r,L lactate reversible transport via proton symport,True,-999999.0,999999.0,4,YKL217W
MAN6PI,Mannose-6-phosphate isomerase,True,-999999.0,999999.0,2,YER003C
L_LACtm,L lactate transport  mitochondrial,True,-999999.0,999999.0,4,
MANNANter,Mannan endoplasmic reticulum transport via diffusion,True,-999999.0,999999.0,2,
FRDm,Fumarate reductase,False,0.0,999999.0,4,YJR051W
MANt2,D mannose transport in via proton symport,False,0.0,999999.0,4,YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W
MCITDm,2 methylcitrate dehydratase  mitochondrial,True,-999999.0,999999.0,3,
MCITL2m,Methylisocitrate lyase,False,0.0,999999.0,3,YPR006C
FRTT,Farnesyltranstransferase,False,0.0,999999.0,4,YPL069C
MCITSm,2 methylcitrate synthase,False,0.0,999999.0,6,YPR001W
MCOATA,Malonyl-CoA-ACP transacylase,True,-999999.0,999999.0,4,YKL182W and YPL231W
MCOATAm,Malonyl CoA ACP transacylase  mitochondrial,True,-999999.0,999999.0,4,YKL192C and YER061C and YHR067W and YOR221C and YBR026C and YKL055C
MIPC326PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  26C  phospholipase C,False,0.0,999999.0,5,YER019W
MIPCS124_SC,Mannose inositiol phophorylceramide synthase  ceramide 1  24C   yeast specific,False,0.0,999999.0,5,(YBR036C and YPL057C) or (YBR036C and YBR161W)
MIPCS126_SC,Mannose inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific,False,0.0,999999.0,5,(YBR036C and YPL057C) or (YBR036C and YBR161W)
MDH,Malate dehydrogenase,True,-999999.0,999999.0,5,YOL126C
MIPCS224_SC,Mannose inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific,False,0.0,999999.0,5,(YBR036C and YPL057C) or (YBR036C and YBR161W)
MDHm,Malate dehydrogenase  mitochondrial,True,-999999.0,999999.0,5,YKL085W
MDHp,Malate dehydrogenase  peroxisomal,True,-999999.0,999999.0,5,YDL078C
MIPCS226_SC,Mannose inositol phosphorylceramide synthase  ceramide 2  26C   yeast specific,False,0.0,999999.0,5,(YBR036C and YPL057C) or (YBR036C and YBR161W)
MIPCS324_SC,Mannose inositol phosphorylceramide synthase  ceramide 3  24C   yeast specific,False,0.0,999999.0,5,(YBR036C and YPL057C) or (YBR036C and YBR161W)
MIPCS326_SC,Mannose inositol phosphorylceramide synthase  ceramide 3  26C   yeast specific,False,0.0,999999.0,5,(YBR036C and YPL057C) or (YBR036C and YBR161W)
MMETt2,S methylmethionine permease,False,0.0,999999.0,4,YLL061W
FRUK,Fructose-1-phosphate kinase,False,0.0,999999.0,5,
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,False,0.0,999999.0,3,
FRUt2,D fructose transport in via proton symport,False,0.0,999999.0,4,YHR094C or YFL011W or YOL156W or YEL069C or YDL245C or YJR158W or YNR072W or YMR011W or YDR345C or YHR092C or YHR096C or YDR343C or YDR342C or YJL214W or YJL219W
FTHFCL,5 formethyltetrahydrofolate cyclo ligase,False,0.0,999999.0,5,YER183C
ME1m,Malic enzyme  NAD   mitochondrial,False,0.0,999999.0,5,YKL029C
ME2m,Malic enzyme  NADP   mitochondrial,False,0.0,999999.0,5,YKL029C
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,False,0.0,999999.0,5,YBR176W
MTAP,5  methylthioadenosine phosphorylase,False,0.0,999999.0,4,YLR017W
MELIBt2,Melibiose transport in via symport,False,0.0,999999.0,4,
FTHFCLm,5 formethyltetrahydrofolate cyclo ligase  mitochondrial,False,0.0,999999.0,5,
MELTGH,Melibiitol galactohydrolase,True,-999999.0,999999.0,4,YBR184W
METAT,Methionine adenosyltransferase,False,0.0,999999.0,6,YDR502C or YLR180W
MTHFC,Methenyltetrahydrofolate cyclohydrolase,True,-999999.0,999999.0,4,YGR204W
MTHFCm,Methenyltetrahydrifikate cyclohydrolase  mitochondrial,True,-999999.0,999999.0,4,YBR084W
MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),True,-999999.0,999999.0,4,YGR204W
FTHFI,5 Formyltetrahydrofolate10 Formyltetrahydrofolate isomerase,False,0.0,999999.0,7,
MTHFD2i,Methylenetetrahydrofolate dehydrogenase  NAD,False,0.0,999999.0,4,YKR080W
MTHFDm,Methylenetetrahydrofolate dehydrogenase  NADP   mitochondrial,True,-999999.0,999999.0,4,YBR084W
MTHFR3,5 10 methylenetetrahydrofolatereductase  NADPH,False,0.0,999999.0,5,YPL023C or YGL125W
METB1,Metb1 (rev),False,0.0,999999.0,5,YJR130C
METS,Methionine synthase,False,0.0,999999.0,5,YER091C
METTRS,Methionyl-tRNA synthetase,False,0.0,999999.0,6,YGR264C
METTRSm,Methionyl tRNA synthetase  mitochondrial,False,0.0,999999.0,6,YGR171C
METt2m,Methionine mitochondrial transport via proton symport,True,-999999.0,999999.0,4,
FTHFLi,Formate-tetrahydrofolate ligase,False,0.0,999999.0,6,YGR204W
METt2r,L methionine reversible transport via proton symport,True,-999999.0,999999.0,4,YKR039W or YCL025C or YDR508C or YBR068C or YDR046C or YGR055W or YHL036W
MTRI,5-methylthioribose-1-phosphate isomerase,True,-999999.0,999999.0,2,
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,False,0.0,999999.0,6,
NACt,Nicotinic acid transport,True,-999999.0,999999.0,2,YGR260W
NADDPp,NAD diphosphatase  peroxisomal,False,0.0,999999.0,5,YGL067W
NADH2_u6cm,NADH dehydrogenase  cytosolicmitochondrial,False,0.0,999999.0,5,YMR145C or YDL085W
NADH2_u6m,NADH dehydrogenase  mitochondrial,False,0.0,999999.0,5,YML120C or YKL192C
NADK,NAD kinase,False,0.0,999999.0,5,YJR049C or YEL041W or YPL188W
MEVK1,Mevalonate kinase  atp,False,0.0,999999.0,5,YMR208W
MEVK2,Mevalonate kinase  ctp,False,0.0,999999.0,5,YMR208W
MEVK3,Mevalonate kinase  gtp,False,0.0,999999.0,5,YMR208W
MEVK4,Mevalonate kinase  utp,False,0.0,999999.0,5,YMR208W
MFAPS_SC,Methylene fatty acyl phospholipid synthase  yeast specific,False,0.0,999999.0,5,YJR073C
MGSA,Methylglyoxal synthase,False,0.0,999999.0,3,
MHPGLUT,5 methyltetrahydropteroyltriglutamate homocysteine S methyltransferase,False,0.0,999999.0,4,YER091C
NADKm,NAD kinase  mitochondrial,False,0.0,999999.0,5,YEL041W or YJR049C or YPL188W
NADN,NAD nucleosidase,False,0.0,999999.0,5,
NADNm,NAD nucleosidase  mitochondrial,False,0.0,999999.0,5,
MI13456PKn,Inositol 1 3 4 5 6 pentakisphosphate 2 kinase  nuclear,False,0.0,999999.0,5,YDR315C
FTHFLmi,Formate tetrahydrofolate ligase  mitochondrial irreversible,False,0.0,999999.0,6,YBR084W
MI1345PKn,Inositol 1 3 4 5 triphosphate 6 kinase  nucleus,False,0.0,999999.0,5,YDR173C
MI1456PKn,Inositol 1 4 5 6  tetrakisphosphate 3 kinase  nucleus,False,0.0,999999.0,5,YDR173C
MI145P6Kn,Inositol 1 4 5 triphosphate 6 kinase  nucleus,False,0.0,999999.0,5,YDR173C
MI145PKn,Inositol 1 4 5 trisphosphate 3 kinase  nucleus,False,0.0,999999.0,5,YDR173C
NADPPPS,NADP phosphatase,False,0.0,999999.0,4,
NADPPPSm,NADP phosphatase,False,0.0,999999.0,4,
NADPt,NADP transporter,True,-999999.0,999999.0,2,
MI145Ptn,1D myo Inositol 1 4 5 trisphosphate nuclear transport via diffusion,True,-999999.0,999999.0,2,
FUM,Fumarase,True,-999999.0,999999.0,3,YPL262W
MI1PP,Myo-inositol 1-phosphatase,False,0.0,999999.0,4,YHR046C
MI1PS,Myo Inositol 1 phosphate synthase,False,0.0,999999.0,2,YJL153C
MINOHPtn,Inositol hexakisphosphate nuclear transport  diffusion,True,-999999.0,999999.0,2,
NADS1,NAD synthase (nh3),False,0.0,999999.0,7,YHR074W
NADS1n,NAD synthase  nh3   nuclear,False,0.0,999999.0,7,YHR074W
NADtn,NAD transport  nuclear through pores,True,-999999.0,999999.0,2,
MIP2C124PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  24C  phospholipase C,False,0.0,999999.0,5,YER019W
NAPRT,NAPRTase (rev),False,0.0,999999.0,5,YOR209C
MIP2C126PLC_SC,Mannose  inositol P 2 ceramide  ceramide 1  26C  phospholipase C,False,0.0,999999.0,5,YER019W
FUMAC,Fumarylacetoacetase,False,0.0,999999.0,5,
MIP2C224PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  24C  phospholipase C,False,0.0,999999.0,5,YER019W
MIP2C226PLC_SC,Mannose  inositol P 2 ceramide  ceramide 2  26C  phospholipase C,False,0.0,999999.0,5,YER019W
MIP2C324PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  24C  phospholipase C,False,0.0,999999.0,5,YER019W
MIP2C326PLC_SC,Mannose  inositol P 2 ceramide  ceramide 3  26C  phospholipase C,False,0.0,999999.0,5,YER019W
NAPRTm,NAPRTase  mitochondrial,False,0.0,999999.0,5,YOR209C
NAt3_1,Sodium proton antiporter  HNA is 11,True,-999999.0,999999.0,4,YLR138W
NDP1,Nucleoside diphosphatase  ADP,False,0.0,999999.0,5,YER005W
NDP3,Nucleoside diphosphatase  GDP,False,0.0,999999.0,5,YER005W
NDP3g,Nucleoside diphosphatase  GDP   Golgi,False,0.0,999999.0,5,YEL042W
NDP4,Nucleoside diphosphatase  dGDP,False,0.0,999999.0,5,
MIP2CS124_SC,Mannose  inositol P 2 ceramide synthase  ceramide 1  24C   yeast specific,False,0.0,999999.0,4,YDR072C
MIP2CS126_SC,Mannose  inositol P 2 ceramide synthase  ceramide 1  26C   yeast specific,False,0.0,999999.0,4,YDR072C
NDP7,Nucleoside diphosphatase  UDP,False,0.0,999999.0,5,YER005W
MIP2CS224_SC,Mannose  inositol P 2 ceramide synthase  ceramide 2  26C   yeast specific,False,0.0,999999.0,4,YDR072C
FUMm,Fumarase  mitochondrial,True,-999999.0,999999.0,3,YPL262W
MIP2CS226_SC,Mannose  inositol P 2 ceramide synthase  ceramide 2  24C   yeast specific,False,0.0,999999.0,4,YDR072C
MIP2CS324_SC,Mannose  inositol P 2 ceramide synthase  ceramide 3  24C   yeast specific,False,0.0,999999.0,4,YDR072C
MIP2CS326_SC,Mannose  inositol P 2 ceramide synthase  ceramide 3  26C   yeast specific,False,0.0,999999.0,4,YDR072C
MIPC124PLC_SC,Mannose inositol phosphorylceramide  ceramide 1  24C  phospholipase C,False,0.0,999999.0,5,YER019W
NDPK1,Nucleoside-diphosphate kinase (ATP:GDP),True,-999999.0,999999.0,4,YKL067W
NDPK2,Nucleoside-diphosphate kinase (ATP:UDP),True,-999999.0,999999.0,4,YKL067W
NDPK3,Nucleoside-diphosphate kinase (ATP:CDP),True,-999999.0,999999.0,4,YKL067W
NDPK4,Nucleoside-diphosphate kinase (ATP:dTDP),True,-999999.0,999999.0,4,YKL067W
NDPK5,Nucleoside-diphosphate kinase (ATP:dGDP),True,-999999.0,999999.0,4,YKL067W
MIPC126PLC_SC,Mannose inositol phosphorylceramide  ceramide 1  26C  phospholipase C,False,0.0,999999.0,5,YER019W
NDPK6,Nucleoside-diphosphate kinase (ATP:dUDP),True,-999999.0,999999.0,4,YKL067W
FUMt2r,Fumarate reversible transport via symport,True,-999999.0,999999.0,4,
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),True,-999999.0,999999.0,4,YKL067W
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),True,-999999.0,999999.0,4,YKL067W
MIPC224PLC_SC,Mannose inositol phosphorylceramide  ceramide 2  24C  phospholipase C,False,0.0,999999.0,5,YER019W
MIPC226PLC_SC,Mannose inositol phosphorylceramide  ceramide 2  26C  phospholipase C,False,0.0,999999.0,5,YER019W
MIPC324PLC_SC,Mannose inositol phosphorylceramide  ceramide 3  24C  phospholipase C,False,0.0,999999.0,5,YER019W
NDPK9,Nucleoside diphosphate kinase  ATPIDP,True,-999999.0,999999.0,4,YKL067W
NFORTYRt,N N bisformyl dityrosine transport  extracellular,False,0.0,999999.0,2,YBR180W
NFTYROX,N formyltyrosine oxidase,False,0.0,999999.0,5,YDR402C and YHR042W
NH4t,Ammonia reversible transport,True,-999999.0,999999.0,2,YGR121C or YNL142W or YPR138C
NH4ti,Ammonia transport  efflux  cytosol to extracellular,False,0.0,999999.0,2,YDR384C
NH4tm,NH3 mitochondrial transport,True,-999999.0,999999.0,2,
NTD1,5'-nucleotidase (dUMP),False,0.0,999999.0,4,
G12MT1g,Glycolipid 1 2 alpha D mannosyltransferase  Golgi apparatus,False,0.0,999999.0,5,YDR483W or YOR099W or YKR061W or YBR205W or YBR199W or YNL029C or YPL053C or YJL139C
NTD10,5'-nucleotidase (XMP),False,0.0,999999.0,4,
